日期,年,季,月,日,年度名称,季度名称,年度季度,年季编号,月份名称,英文月份,年度月份,年月编号,年度第几日,星期编号,星期英文,年度第几周,周编号,年周,日期编码,CN节假日判断,CN节假日名称,农历日期,农历年,农历月日
2022-05-06,2022,2,5,6,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,126,星期五,Friday,19,W19,2022W19,20220506,否,工作日,二零二二年四月初六 壬寅年 (虎年),二零二二年,四月初六
2022-05-07,2022,2,5,7,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,127,星期六,Saturday,19,W19,2022W19,20220507,否,工作日,二零二二年四月初七 壬寅年 (虎年),二零二二年,四月初七
2022-05-08,2022,2,5,8,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,128,星期日,Sunday,19,W19,2022W19,20220508,是,周末,二零二二年四月初八 壬寅年 (虎年),二零二二年,四月初八
2022-05-09,2022,2,5,9,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,129,星期一,Monday,20,W20,2022W20,20220509,否,工作日,二零二二年四月初九 壬寅年 (虎年),二零二二年,四月初九
2022-05-10,2022,2,5,10,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,130,星期二,Tuesday,20,W20,2022W20,20220510,否,工作日,二零二二年四月初十 壬寅年 (虎年),二零二二年,四月初十
2022-05-11,2022,2,5,11,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,131,星期三,Wednesday,20,W20,2022W20,20220511,否,工作日,二零二二年四月十一 壬寅年 (虎年),二零二二年,四月十一
2022-05-12,2022,2,5,12,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,132,星期四,Thursday,20,W20,2022W20,20220512,否,工作日,二零二二年四月十二 壬寅年 (虎年),二零二二年,四月十二
2022-05-13,2022,2,5,13,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,133,星期五,Friday,20,W20,2022W20,20220513,否,工作日,二零二二年四月十三 壬寅年 (虎年),二零二二年,四月十三
2022-05-14,2022,2,5,14,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,134,星期六,Saturday,20,W20,2022W20,20220514,是,周末,二零二二年四月十四 壬寅年 (虎年),二零二二年,四月十四
2022-05-15,2022,2,5,15,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,135,星期日,Sunday,20,W20,2022W20,20220515,是,周末,二零二二年四月十五 壬寅年 (虎年),二零二二年,四月十五
2022-05-16,2022,2,5,16,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,136,星期一,Monday,21,W21,2022W21,20220516,否,工作日,二零二二年四月十六 壬寅年 (虎年),二零二二年,四月十六
2022-05-17,2022,2,5,17,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,137,星期二,Tuesday,21,W21,2022W21,20220517,否,工作日,二零二二年四月十七 壬寅年 (虎年),二零二二年,四月十七
2022-05-18,2022,2,5,18,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,138,星期三,Wednesday,21,W21,2022W21,20220518,否,工作日,二零二二年四月十八 壬寅年 (虎年),二零二二年,四月十八
2022-05-19,2022,2,5,19,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,139,星期四,Thursday,21,W21,2022W21,20220519,否,工作日,二零二二年四月十九 壬寅年 (虎年),二零二二年,四月十九
2022-05-20,2022,2,5,20,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,140,星期五,Friday,21,W21,2022W21,20220520,否,工作日,二零二二年四月二十 壬寅年 (虎年),二零二二年,四月二十
2022-05-21,2022,2,5,21,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,141,星期六,Saturday,21,W21,2022W21,20220521,是,周末,二零二二年四月二十一 壬寅年 (虎年),二零二二年,四月二十一
2022-05-22,2022,2,5,22,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,142,星期日,Sunday,21,W21,2022W21,20220522,是,周末,二零二二年四月二十二 壬寅年 (虎年),二零二二年,四月二十二
2022-05-23,2022,2,5,23,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,143,星期一,Monday,22,W22,2022W22,20220523,否,工作日,二零二二年四月二十三 壬寅年 (虎年),二零二二年,四月二十三
2022-05-24,2022,2,5,24,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,144,星期二,Tuesday,22,W22,2022W22,20220524,否,工作日,二零二二年四月二十四 壬寅年 (虎年),二零二二年,四月二十四
2022-05-25,2022,2,5,25,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,145,星期三,Wednesday,22,W22,2022W22,20220525,否,工作日,二零二二年四月二十五 壬寅年 (虎年),二零二二年,四月二十五
2022-05-26,2022,2,5,26,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,146,星期四,Thursday,22,W22,2022W22,20220526,否,工作日,二零二二年四月二十六 壬寅年 (虎年),二零二二年,四月二十六
2022-05-27,2022,2,5,27,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,147,星期五,Friday,22,W22,2022W22,20220527,否,工作日,二零二二年四月二十七 壬寅年 (虎年),二零二二年,四月二十七
2022-05-28,2022,2,5,28,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,148,星期六,Saturday,22,W22,2022W22,20220528,是,周末,二零二二年四月二十八 壬寅年 (虎年),二零二二年,四月二十八
2022-05-29,2022,2,5,29,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,149,星期日,Sunday,22,W22,2022W22,20220529,是,周末,二零二二年四月二十九 壬寅年 (虎年),二零二二年,四月二十九
2022-05-30,2022,2,5,30,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,150,星期一,Monday,23,W23,2022W23,20220530,否,工作日,二零二二年五月初一 壬寅年 (虎年),二零二二年,五月初一
2022-05-31,2022,2,5,31,Y2022,Q2,Y2022Q2,20222,五月,May,202205,5,151,星期二,Tuesday,23,W23,2022W23,20220531,否,工作日,二零二二年五月初二 壬寅年 (虎年),二零二二年,五月初二
2022-06-01,2022,2,6,1,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,152,星期三,Wednesday,23,W23,2022W23,20220601,否,工作日,二零二二年五月初三 壬寅年 (虎年),二零二二年,五月初三
2022-06-02,2022,2,6,2,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,153,星期四,Thursday,23,W23,2022W23,20220602,否,工作日,二零二二年五月初四 壬寅年 (虎年),二零二二年,五月初四
2022-06-03,2022,2,6,3,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,154,星期五,Friday,23,W23,2022W23,20220603,是,端午节,二零二二年五月初五 壬寅年 (虎年),二零二二年,五月初五
2022-06-04,2022,2,6,4,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,155,星期六,Saturday,23,W23,2022W23,20220604,是,端午节,二零二二年五月初六 壬寅年 (虎年),二零二二年,五月初六
2022-06-05,2022,2,6,5,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,156,星期日,Sunday,23,W23,2022W23,20220605,是,端午节,二零二二年五月初七 壬寅年 (虎年),二零二二年,五月初七
2022-06-06,2022,2,6,6,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,157,星期一,Monday,24,W24,2022W24,20220606,否,工作日,二零二二年五月初八 壬寅年 (虎年),二零二二年,五月初八
2022-06-07,2022,2,6,7,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,158,星期二,Tuesday,24,W24,2022W24,20220607,否,工作日,二零二二年五月初九 壬寅年 (虎年),二零二二年,五月初九
2022-06-08,2022,2,6,8,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,159,星期三,Wednesday,24,W24,2022W24,20220608,否,工作日,二零二二年五月初十 壬寅年 (虎年),二零二二年,五月初十
2022-06-09,2022,2,6,9,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,160,星期四,Thursday,24,W24,2022W24,20220609,否,工作日,二零二二年五月十一 壬寅年 (虎年),二零二二年,五月十一
2022-06-10,2022,2,6,10,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,161,星期五,Friday,24,W24,2022W24,20220610,否,工作日,二零二二年五月十二 壬寅年 (虎年),二零二二年,五月十二
2022-06-11,2022,2,6,11,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,162,星期六,Saturday,24,W24,2022W24,20220611,是,周末,二零二二年五月十三 壬寅年 (虎年),二零二二年,五月十三
2022-06-12,2022,2,6,12,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,163,星期日,Sunday,24,W24,2022W24,20220612,是,周末,二零二二年五月十四 壬寅年 (虎年),二零二二年,五月十四
2022-06-13,2022,2,6,13,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,164,星期一,Monday,25,W25,2022W25,20220613,否,工作日,二零二二年五月十五 壬寅年 (虎年),二零二二年,五月十五
2022-06-14,2022,2,6,14,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,165,星期二,Tuesday,25,W25,2022W25,20220614,否,工作日,二零二二年五月十六 壬寅年 (虎年),二零二二年,五月十六
2022-06-15,2022,2,6,15,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,166,星期三,Wednesday,25,W25,2022W25,20220615,否,工作日,二零二二年五月十七 壬寅年 (虎年),二零二二年,五月十七
2022-06-16,2022,2,6,16,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,167,星期四,Thursday,25,W25,2022W25,20220616,否,工作日,二零二二年五月十八 壬寅年 (虎年),二零二二年,五月十八
2022-06-17,2022,2,6,17,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,168,星期五,Friday,25,W25,2022W25,20220617,否,工作日,二零二二年五月十九 壬寅年 (虎年),二零二二年,五月十九
2022-06-18,2022,2,6,18,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,169,星期六,Saturday,25,W25,2022W25,20220618,是,周末,二零二二年五月二十 壬寅年 (虎年),二零二二年,五月二十
2022-06-19,2022,2,6,19,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,170,星期日,Sunday,25,W25,2022W25,20220619,是,周末,二零二二年五月二十一 壬寅年 (虎年),二零二二年,五月二十一
2022-06-20,2022,2,6,20,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,171,星期一,Monday,26,W26,2022W26,20220620,否,工作日,二零二二年五月二十二 壬寅年 (虎年),二零二二年,五月二十二
2022-06-21,2022,2,6,21,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,172,星期二,Tuesday,26,W26,2022W26,20220621,否,工作日,二零二二年五月二十三 壬寅年 (虎年),二零二二年,五月二十三
2022-06-22,2022,2,6,22,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,173,星期三,Wednesday,26,W26,2022W26,20220622,否,工作日,二零二二年五月二十四 壬寅年 (虎年),二零二二年,五月二十四
2022-06-23,2022,2,6,23,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,174,星期四,Thursday,26,W26,2022W26,20220623,否,工作日,二零二二年五月二十五 壬寅年 (虎年),二零二二年,五月二十五
2022-06-24,2022,2,6,24,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,175,星期五,Friday,26,W26,2022W26,20220624,否,工作日,二零二二年五月二十六 壬寅年 (虎年),二零二二年,五月二十六
2022-06-25,2022,2,6,25,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,176,星期六,Saturday,26,W26,2022W26,20220625,是,周末,二零二二年五月二十七 壬寅年 (虎年),二零二二年,五月二十七
2022-06-26,2022,2,6,26,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,177,星期日,Sunday,26,W26,2022W26,20220626,是,周末,二零二二年五月二十八 壬寅年 (虎年),二零二二年,五月二十八
2022-06-27,2022,2,6,27,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,178,星期一,Monday,27,W27,2022W27,20220627,否,工作日,二零二二年五月二十九 壬寅年 (虎年),二零二二年,五月二十九
2022-06-28,2022,2,6,28,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,179,星期二,Tuesday,27,W27,2022W27,20220628,否,工作日,二零二二年五月三十 壬寅年 (虎年),二零二二年,五月三十
2022-06-29,2022,2,6,29,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,180,星期三,Wednesday,27,W27,2022W27,20220629,否,工作日,二零二二年六月初一 壬寅年 (虎年),二零二二年,六月初一
2022-06-30,2022,2,6,30,Y2022,Q2,Y2022Q2,20222,六月,June,202206,6,181,星期四,Thursday,27,W27,2022W27,20220630,否,工作日,二零二二年六月初二 壬寅年 (虎年),二零二二年,六月初二
2022-07-01,2022,3,7,1,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,182,星期五,Friday,27,W27,2022W27,20220701,否,工作日,二零二二年六月初三 壬寅年 (虎年),二零二二年,六月初三
2022-07-02,2022,3,7,2,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,183,星期六,Saturday,27,W27,2022W27,20220702,是,周末,二零二二年六月初四 壬寅年 (虎年),二零二二年,六月初四
2022-07-03,2022,3,7,3,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,184,星期日,Sunday,27,W27,2022W27,20220703,是,周末,二零二二年六月初五 壬寅年 (虎年),二零二二年,六月初五
2022-07-04,2022,3,7,4,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,185,星期一,Monday,28,W28,2022W28,20220704,否,工作日,二零二二年六月初六 壬寅年 (虎年),二零二二年,六月初六
2022-07-05,2022,3,7,5,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,186,星期二,Tuesday,28,W28,2022W28,20220705,否,工作日,二零二二年六月初七 壬寅年 (虎年),二零二二年,六月初七
2022-07-06,2022,3,7,6,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,187,星期三,Wednesday,28,W28,2022W28,20220706,否,工作日,二零二二年六月初八 壬寅年 (虎年),二零二二年,六月初八
2022-07-07,2022,3,7,7,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,188,星期四,Thursday,28,W28,2022W28,20220707,否,工作日,二零二二年六月初九 壬寅年 (虎年),二零二二年,六月初九
2022-07-08,2022,3,7,8,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,189,星期五,Friday,28,W28,2022W28,20220708,否,工作日,二零二二年六月初十 壬寅年 (虎年),二零二二年,六月初十
2022-07-09,2022,3,7,9,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,190,星期六,Saturday,28,W28,2022W28,20220709,是,周末,二零二二年六月十一 壬寅年 (虎年),二零二二年,六月十一
2022-07-10,2022,3,7,10,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,191,星期日,Sunday,28,W28,2022W28,20220710,是,周末,二零二二年六月十二 壬寅年 (虎年),二零二二年,六月十二
2022-07-11,2022,3,7,11,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,192,星期一,Monday,29,W29,2022W29,20220711,否,工作日,二零二二年六月十三 壬寅年 (虎年),二零二二年,六月十三
2022-07-12,2022,3,7,12,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,193,星期二,Tuesday,29,W29,2022W29,20220712,否,工作日,二零二二年六月十四 壬寅年 (虎年),二零二二年,六月十四
2022-07-13,2022,3,7,13,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,194,星期三,Wednesday,29,W29,2022W29,20220713,否,工作日,二零二二年六月十五 壬寅年 (虎年),二零二二年,六月十五
2022-07-14,2022,3,7,14,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,195,星期四,Thursday,29,W29,2022W29,20220714,否,工作日,二零二二年六月十六 壬寅年 (虎年),二零二二年,六月十六
2022-07-15,2022,3,7,15,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,196,星期五,Friday,29,W29,2022W29,20220715,否,工作日,二零二二年六月十七 壬寅年 (虎年),二零二二年,六月十七
2022-07-16,2022,3,7,16,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,197,星期六,Saturday,29,W29,2022W29,20220716,是,周末,二零二二年六月十八 壬寅年 (虎年),二零二二年,六月十八
2022-07-17,2022,3,7,17,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,198,星期日,Sunday,29,W29,2022W29,20220717,是,周末,二零二二年六月十九 壬寅年 (虎年),二零二二年,六月十九
2022-07-18,2022,3,7,18,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,199,星期一,Monday,30,W30,2022W30,20220718,否,工作日,二零二二年六月二十 壬寅年 (虎年),二零二二年,六月二十
2022-07-19,2022,3,7,19,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,200,星期二,Tuesday,30,W30,2022W30,20220719,否,工作日,二零二二年六月二十一 壬寅年 (虎年),二零二二年,六月二十一
2022-07-20,2022,3,7,20,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,201,星期三,Wednesday,30,W30,2022W30,20220720,否,工作日,二零二二年六月二十二 壬寅年 (虎年),二零二二年,六月二十二
2022-07-21,2022,3,7,21,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,202,星期四,Thursday,30,W30,2022W30,20220721,否,工作日,二零二二年六月二十三 壬寅年 (虎年),二零二二年,六月二十三
2022-07-22,2022,3,7,22,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,203,星期五,Friday,30,W30,2022W30,20220722,否,工作日,二零二二年六月二十四 壬寅年 (虎年),二零二二年,六月二十四
2022-07-23,2022,3,7,23,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,204,星期六,Saturday,30,W30,2022W30,20220723,是,周末,二零二二年六月二十五 壬寅年 (虎年),二零二二年,六月二十五
2022-07-24,2022,3,7,24,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,205,星期日,Sunday,30,W30,2022W30,20220724,是,周末,二零二二年六月二十六 壬寅年 (虎年),二零二二年,六月二十六
2022-07-25,2022,3,7,25,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,206,星期一,Monday,31,W31,2022W31,20220725,否,工作日,二零二二年六月二十七 壬寅年 (虎年),二零二二年,六月二十七
2022-07-26,2022,3,7,26,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,207,星期二,Tuesday,31,W31,2022W31,20220726,否,工作日,二零二二年六月二十八 壬寅年 (虎年),二零二二年,六月二十八
2022-07-27,2022,3,7,27,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,208,星期三,Wednesday,31,W31,2022W31,20220727,否,工作日,二零二二年六月二十九 壬寅年 (虎年),二零二二年,六月二十九
2022-07-28,2022,3,7,28,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,209,星期四,Thursday,31,W31,2022W31,20220728,否,工作日,二零二二年六月三十 壬寅年 (虎年),二零二二年,六月三十
2022-07-29,2022,3,7,29,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,210,星期五,Friday,31,W31,2022W31,20220729,否,工作日,二零二二年七月初一 壬寅年 (虎年),二零二二年,七月初一
2022-07-30,2022,3,7,30,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,211,星期六,Saturday,31,W31,2022W31,20220730,是,周末,二零二二年七月初二 壬寅年 (虎年),二零二二年,七月初二
2022-07-31,2022,3,7,31,Y2022,Q3,Y2022Q3,20223,七月,July,202207,7,212,星期日,Sunday,31,W31,2022W31,20220731,是,周末,二零二二年七月初三 壬寅年 (虎年),二零二二年,七月初三
2022-08-01,2022,3,8,1,Y2022,Q3,Y2022Q3,20223,八月,August,202208,8,213,星期一,Monday,32,W32,2022W32,20220801,否,工作日,二零二二年七月初四 壬寅年 (虎年),二零二二年,七月初四
2022-08-02,2022,3,8,2,Y2022,Q3,Y2022Q3,20223,八月,August,202208,8,214,星期二,Tuesday,32,W32,2022W32,20220802,否,工作日,二零二二年七月初五 壬寅年 (虎年),二零二二年,七月初五
2022-08-03,2022,3,8,3,Y2022,Q3,Y2022Q3,20223,八月,August,202208,8,215,星期三,Wednesday,32,W32,2022W32,20220803,否,工作日,二零二二年七月初六 壬寅年 (虎年),二零二二年,七月初六
2022-08-04,2022,3,8,4,Y2022,Q3,Y2022Q3,20223,八月,August,202208,8,216,星期四,Thursday,32,W32,2022W32,20220804,否,工作日,二零二二年七月初七 壬寅年 (虎年),二零二二年,七月初七
2022-08-05,2022,3,8,5,Y2022,Q3,Y2022Q3,20223,八月,August,202208,8,217,星期五,Friday,32,W32,2022W32,20220805,否,工作日,二零二二年七月初八 壬寅年 (虎年),二零二二年,七月初八
2022-08-06,2022,3,8,6,Y2022,Q3,Y2022Q3,20223,八月,August,202208,8,218,星期六,Saturday,32,W32,2022W32,20220806,是,周末,二零二二年七月初九 壬寅年 (虎年),二零二二年,七月初九
2022-08-07,2022,3,8,7,Y2022,Q3,Y2022Q3,20223,八月,August,202208,8,219,星期日,Sunday,32,W32,2022W32,20220807,是,周末,二零二二年七月初十 壬寅年 (虎年),二零二二年,七月初十
2022-08-08,2022,3,8,8,Y2022,Q3,Y2022Q3,20223,八月,August,202208,8,220,星期一,Monday,33,W33,2022W33,20220808,否,工作日,二零二二年七月十一 壬寅年 (虎年),二零二二年,七月十一
